id,title,desc,date,source,url,category
22,Satu Pimpinannya Tewas Jenderal OPM Umumkan Berduka ,Manajemen Markas Pusat Tentara Pembebasan Nasional Papua Barat (TPNPB) menyatakan bahwa Komandan Operasi Umum TPNPBOPM Mayor Jenderal Lekagak Telenggen mengatakan bahwa TPNPB kehilangan prajurit terbaik atas tewasnya Tandi Kogoya 35 tahun Komandan Operasi Batalion TPNPB KODAP VIII Kemabu Intan Jaya. Lekagak mengumumkan berduka atas gugurnya prajurit TPNPB itu 1104.,2020-04-12 12:38:00,Gatra.com,https://www.gatra.com/detail/news/475255/politik/satu-pimpinannya-tewas-jenderal-opm-umumkan-berduka-,Politik
23,DPRD Semarang Pangkas Anggaran Kunker Untuk Tangani Corona,"
",2020-04-08 15:34:00,Gatra.com,https://www.gatra.com/detail/news/474863/politik/dprd-semarang-pangkas-anggaran-kunker-untuk-tangani-corona,Politik
24,KPU NTT Hentikan Transaksi Penggunaan Dana Hibah Pilkada, Komisi Pemilihan Umum (KPU) di sembilan daerah yang melaksanakan Pilkada serentak di NTT telah menghentikan transaksi penggunaan dana hibah. Penghentian transaksi itu dilakukan akibat adanya penundaan tahapan pilkada serentak.,2020-04-08 17:35:00,Gatra.com,https://www.gatra.com/detail/news/474885/politik/kpu-ntt-hentikan-transaksi-penggunaan-dana-hibah-pilkada,Politik
25,Kalahkan Nurmansjah Lubis Riza Patria Jadi Wagub Baru DKI,Ahmad Riza Patria terpilih jadi Wakil Gubernur (Wagub) DKI Jakarta sisa masa jabatan 20172022. Riza unggul dari pesaingnya Nurmansjah Lubis dalam pemilihan Wagub yang digelar DPRD DKI Jakarta.,2020-04-06 14:14:00,Gatra.com,https://www.gatra.com/detail/news/474591/politik/kalahkan-nurmansjah-lubis-riza-patria-jadi-wagub-baru-dki,Politik
26,Istri Para Anggota Dewan Ikut Bergerak Membantu,Persatuan istri wakil rakyat (Periswara) DPRD Jawa Tengah ikut bergerak membantu penanganan virus corona di provinsi ini. Mereka menyalurkan sejumlah kebutuhan tenaga medis yang bekerja di rumah sakit (RS) rujukan penanganan Covid19 Rabu (84).,2020-04-08 17:01:00,Gatra.com,https://www.gatra.com/detail/news/474873/politik/istri-para-anggota-dewan-ikut-bergerak-membantu,Politik
27,Bantu Warga Terdampak Covid-19 Polri Gelar Baksos ," Kepolisian Negara Republik Indonesia (Polri) menggelar bakti sosial (baksos) di lima titik wilayah DKI Jakarta Selasa (144). Dalam kegiatan itu diserahkan bantuan berupa paket sembako dan masker kepada masyarakat yang membutuhkan. Bantuan diberikan guna meringankan beban masyarakat di tengah mewabahnya virus corona di Tanah Air termasuk di Ibu Kota. ""Kegiatan ini serentak digelar di beberapa wilayah yang ada di DKI Jakarta"" kata Karo Penmas Divisi Humas Polri Brigjen Argo Yuwono kepada wartawan Jakarta Selasa (144).",2020-04-15 06:43:00,Gatra.com,https://www.gatra.com/detail/news/475572/politik/bantu-warga-terdampak-covid-19-polri-gelar-baksos-,Politik
28,DPRD Cilacap Minta Pemkab Pastikan Kesiapan Faskes,DPRD meminta Pemerintah Kabupaten (Pemkab) mencukupi kebutuhan alat pelindung diri (APD) di tiap fasilitas kesehatan (fakses) mulai setingkat puskesmas hingga Rumah Sakit Umum Rujukan (RSUD). Hal itu dilakukan memastikan perlindungan tenaga medis.,2020-04-09 09:17:00,Gatra.com,https://www.gatra.com/detail/news/474957/politik/dprd-cilacap-minta-pemkab-pastikan-kesiapan-faskes,Politik
29,Pemilihan Wagub DKI Digelar Tertutup Publik Tak Bisa Menyaksikan, Pemilihan Wakil Gubernur (Wagub) DKI Jakarta akhirnya digelar hari ini. Namun agenda tersebut digelar secara tertutup sehingga publik tidak bisa menyaksikan secara langsung prosesnya.,2020-04-06 11:44:00,Gatra.com,https://www.gatra.com/detail/news/474575/politik/pemilihan-wagub-dki-digelar-tertutup-publik-tak-bisa-menyaksikan,Politik
30,Mendagri Cetuskan Grand Strategi Nasional Hadapi Covid-19,Di selasela video conference rapat terbatas bersama Presiden dan Wakil Presiden beserta sejumlah menteri Kabinet Indonesia Maju Mendagri Tito Karnavian menyatakan persoalan Covid19 sudah menyebar ke hampir semua wilayah dan berimbas ke berbagai sendi kehidupan sosial dan ekonomi. Pandemik Covid19 sudah menjadi masalah nasional yang harus ditangani secara komprehensif dan terpadu. ,2020-04-06 23:24:00,Gatra.com,https://www.gatra.com/detail/news/474667/politik/mendagri-cetuskan-grand-strategi-nasional-hadapi-covid-19,Politik
31,Komisi XI DPR Cegah Krisis Ekonomi di Tengah Pandemi Corona,Ketua Komisi XI DPR Dito Ganinduto meminta Menteri Keuangan Gubernur BI Ketua OJK dan Kepala LPS untuk dapat mencegah keparahan krisis ekonomi dan keuangan melalui keberlanjutan kebijakan fiskal moneter industri jasa keuangan maupun program penjaminan yang memberikan confidence masyarakat tetap terjaga.,2020-04-07 08:26:00,Gatra.com,https://www.gatra.com/detail/news/474688/politik/komisi-xi-dpr-cegah-krisis-ekonomi-di-tengah-pandemi-corona,Politik
